,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition
12497,366400.0,4,2.25,2040,14383,1.0,4
12498,627250.0,4,2.5,2830,10677,2.0,3
12499,375950.0,3,1.75,1480,7560,1.0,3
12500,162000.0,3,2.25,1810,6750,1.0,3
12501,780000.0,3,2.75,1970,2600,2.5,3
12502,705000.0,4,2.5,2650,4316,1.5,3
12503,450000.0,4,2.5,2820,15233,1.0,4
12504,311000.0,3,2.75,1400,7880,1.0,3
12505,485000.0,3,2.5,1580,6065,2.0,3
12506,485000.0,3,2.5,1800,11034,2.0,4
12507,725000.0,5,3.75,3360,6000,2.0,3
12508,185000.0,3,1.0,1510,17040,1.0,4
12509,1890000.0,4,4.25,4285,9345,2.0,3
12510,260000.0,3,2.25,1610,7423,2.0,4
12511,356000.0,4,2.5,2470,5074,2.0,3
12512,225205.0,3,1.0,1200,7220,1.0,3
12513,445000.0,3,1.0,1260,8910,1.0,4
12514,356000.0,2,1.0,920,4095,1.0,4
12515,760250.0,5,2.75,2540,8250,1.0,4
12516,572000.0,2,2.0,1870,5143,1.0,3
12517,970000.0,3,2.25,3060,9950,1.5,4
12518,348450.0,4,2.5,1950,8628,2.0,3
12519,535500.0,3,1.5,1730,40250,2.0,4
12520,710000.0,5,2.5,2570,9600,1.0,3
12521,745000.0,3,1.75,1490,9800,1.0,4
12522,355000.0,4,2.5,2040,8265,2.0,3
12523,333000.0,4,2.5,2690,5505,2.0,3
12524,282000.0,3,2.5,1610,6000,2.0,4
12525,840500.0,3,2.0,2520,5400,1.5,4
12526,432000.0,3,1.75,1550,8134,1.0,4
12527,625000.0,3,1.0,1800,4800,1.0,4
12528,209977.0,3,1.0,1170,6134,1.0,4
12529,174000.0,2,1.0,900,13531,1.0,3
12530,740000.0,4,2.0,2800,8540,1.0,4
12531,518000.0,3,1.75,1830,4500,1.5,4
12532,539000.0,3,1.75,1380,3225,1.0,4
12533,575000.0,3,2.75,1990,9600,1.0,3
12534,530000.0,2,1.75,1170,976,2.0,3
12535,242025.0,4,1.75,1400,54014,1.5,4
12536,1030000.0,4,2.5,2620,11200,1.0,4
12537,230000.0,3,1.0,880,7500,1.0,3
12538,350000.0,4,2.5,2260,7500,1.0,3
12539,595000.0,3,1.0,1300,11520,1.0,3
12540,440000.0,3,1.75,1450,6829,1.0,3
12541,550000.0,3,1.0,1110,6000,1.0,3
12542,940000.0,4,2.25,1890,5940,1.0,3
12543,375000.0,3,1.5,1100,1751,2.0,3
12544,567500.0,2,1.5,1350,4592,1.0,3
12545,735000.0,3,2.5,3020,50800,1.0,5
12546,114000.0,2,1.0,730,5200,1.0,3
12547,608000.0,2,1.0,1390,3600,1.0,4
12548,442500.0,3,1.5,2710,47419,1.5,3
12549,381800.0,4,2.0,1530,5250,1.0,3
12550,330000.0,3,2.0,2170,3978,1.0,5
12551,90000.0,2,1.0,790,2640,1.0,3
12552,312000.0,2,1.75,1160,8625,1.0,4
12553,339000.0,3,1.0,1080,8100,1.0,4
12554,313000.0,3,1.75,2190,8000,1.0,4
12555,618080.0,3,2.5,2030,6500,2.0,3
12556,325000.0,3,2.25,2480,8755,2.0,3
12557,242000.0,4,1.0,2240,7620,1.0,3
12558,364000.0,2,1.5,1650,7311,1.0,3
12559,545000.0,3,1.75,1700,5750,1.5,5
12560,445000.0,3,2.5,2790,16173,2.0,3
12561,1085500.0,4,2.75,3010,10830,2.0,4
12562,660000.0,4,2.5,2550,10000,1.0,3
12563,845000.0,4,2.5,2880,35610,1.0,3
12564,417000.0,4,2.0,2090,4000,1.0,3
12565,213800.0,2,1.0,740,5200,1.0,4
12566,400000.0,2,1.75,960,6200,1.0,4
12567,759950.0,4,3.5,2100,7560,2.0,5
12568,990000.0,4,2.5,2540,5930,2.0,3
12569,710000.0,3,1.75,1650,10250,1.0,5
12570,315000.0,1,0.75,770,4600,1.0,4
12571,515000.0,4,2.5,2280,14810,1.0,5
12572,638000.0,3,2.0,1660,3729,1.0,5
12573,370000.0,4,2.0,2020,8100,1.5,4
12574,184000.0,3,1.0,970,14850,1.0,3
12575,583800.0,3,2.5,2480,6600,2.0,3
12576,309500.0,3,1.0,1250,7320,1.0,3
12577,1960000.0,4,4.0,4430,31353,2.0,3
12578,299000.0,1,1.0,740,5000,1.0,3
12579,215000.0,2,1.0,710,7200,1.0,3
12580,410000.0,4,2.0,1970,10500,1.0,3
12581,478000.0,2,1.0,820,6000,1.0,3
12582,431000.0,2,1.0,1000,6500,1.0,4
12583,635000.0,4,2.5,3080,35430,2.0,3
12584,648000.0,5,2.25,2410,12000,2.0,4
12585,640000.0,3,2.5,2370,11172,2.0,3
12586,932808.0,5,4.5,4690,6705,2.0,3
12587,835000.0,2,2.0,2280,6815,1.0,3
12588,469775.0,2,1.75,1530,7020,1.0,3
12589,587000.0,5,3.5,3610,52595,2.0,4
12590,677915.0,3,2.0,1740,3600,1.0,5
12591,1075000.0,4,3.0,3600,9200,1.0,4
12592,671000.0,4,3.0,3130,5700,1.5,3
12593,695000.0,5,3.25,3940,9780,2.0,3
12594,205000.0,4,2.0,2200,13320,1.0,3
12595,350000.0,4,1.0,1510,7200,1.5,4
12596,360000.0,3,1.75,1560,7930,2.0,4
12597,313999.0,4,2.25,1870,4198,2.0,3
12598,300000.0,3,2.25,2070,7225,1.0,3
12599,452000.0,2,1.75,1660,11747,1.0,3
12600,495500.0,3,2.5,2010,57934,1.0,3
12601,288000.0,3,1.0,1410,40500,1.0,4
12602,227490.0,3,1.75,1820,7194,1.0,4
12603,470950.0,3,2.5,2560,16420,2.0,4
12604,735000.0,4,2.75,2450,4187,2.0,3
12605,730000.0,7,2.75,3110,4400,1.5,5
12606,412000.0,3,2.5,2210,7000,2.0,4
12607,589500.0,4,2.5,2630,6326,2.0,3
12608,291000.0,7,1.0,2350,8636,1.0,3
12609,1300000.0,5,3.75,4450,7680,2.0,3
12610,190000.0,3,1.0,1200,10458,1.0,4
12611,456200.0,2,1.75,1210,7733,1.0,3
12612,225000.0,3,1.0,1290,8470,1.0,4
12613,2000000.0,3,2.5,3490,21064,1.0,3
12614,740000.0,4,2.5,3360,15091,2.0,3
12615,467000.0,3,1.75,2660,5511,1.0,3
12616,385000.0,2,1.0,770,7554,1.0,3
12617,670000.0,3,2.5,1800,4763,2.0,3
12618,500000.0,4,2.5,2900,5760,1.0,4
12619,352450.0,3,2.0,1430,6000,1.0,5
12620,669888.0,4,2.75,2550,7591,2.0,3
12621,405000.0,3,2.75,1310,7300,1.0,3
12622,518000.0,3,1.5,1430,8000,1.0,4
12623,280000.0,4,1.0,1880,6288,1.0,3
12624,435000.0,3,2.5,1600,2375,2.0,3
12625,314950.0,3,2.0,1760,9732,1.0,3
12626,209900.0,2,2.0,1180,3003,2.0,3
12627,630000.0,4,2.5,2330,31705,2.0,4
12628,442000.0,4,1.5,1960,12688,1.5,4
12629,340000.0,4,1.0,1140,13440,1.0,2
12630,230000.0,3,1.75,1400,6956,1.0,4
12631,495200.0,5,2.25,2710,22120,1.0,3
12632,900000.0,4,2.5,3510,6745,2.0,3
12633,265000.0,2,1.0,910,4600,1.0,3
12634,489500.0,3,1.75,2090,65558,1.0,3
12635,335000.0,3,2.0,1410,44866,1.0,4
12636,585000.0,3,3.25,3050,12700,2.0,3
12637,800000.0,4,2.25,2010,7200,1.0,4
12638,379500.0,4,2.25,2120,53578,2.0,4
12639,475000.0,3,1.0,1270,8000,1.0,4
12640,520000.0,3,2.0,1670,8800,1.0,4
12641,515000.0,4,2.5,1800,4338,2.0,3
12642,577500.0,2,1.0,1640,5515,1.0,4
12643,269900.0,3,2.25,1740,9672,1.0,4
12644,329000.0,3,1.0,1600,5952,1.0,4
12645,458500.0,3,1.5,1280,1920,1.5,3
12646,890000.0,4,2.0,1480,11171,1.5,4
12647,361500.0,4,2.5,1980,7334,2.0,3
12648,2535000.0,5,3.25,3730,10626,1.0,4
12649,325000.0,2,1.0,900,8374,1.0,3
12650,1850000.0,4,3.25,3480,6000,3.0,3
12651,945000.0,4,2.0,2840,13367,1.0,3
12652,370000.0,3,2.5,2490,4244,2.0,3
12653,320000.0,0,2.5,1490,7111,2.0,3
12654,450000.0,2,2.0,1510,4908,1.0,3
12655,800000.0,4,2.5,2900,18303,2.0,4
12656,676000.0,3,2.5,2240,3825,2.0,3
12657,1272500.0,4,1.75,2040,5000,2.0,4
12658,290000.0,3,1.75,1460,7980,1.0,3
12659,158000.0,3,1.5,990,8925,1.0,4
12660,379950.0,4,1.75,1970,9389,1.0,5
12661,583000.0,4,2.5,2660,4000,2.0,3
12662,150000.0,2,1.0,870,5700,1.0,4
12663,261500.0,3,2.5,1740,6992,2.0,3
12664,278000.0,4,2.5,2290,3777,2.0,3
12665,555000.0,4,2.75,2170,7140,1.0,3
12666,355000.0,3,1.75,2040,8173,1.0,3
12667,375000.0,4,1.5,1770,6650,1.0,3
12668,227000.0,3,1.75,2380,12681,1.0,1
12669,335000.0,4,2.0,2030,103672,1.0,4
12670,680000.0,3,2.25,2270,23900,1.0,3
12671,686500.0,2,1.75,1390,5025,1.5,4
12672,410000.0,3,1.75,1530,26642,1.0,3
12673,425000.0,2,1.0,1430,13300,1.5,3
12674,562500.0,3,2.5,2030,7549,1.0,3
12675,345000.0,4,2.5,2390,6976,2.0,3
12676,627500.0,4,2.5,2540,11500,1.0,4
12677,355000.0,3,1.0,1890,36300,1.0,3
12678,335000.0,3,2.25,1870,5876,2.0,3
12679,350000.0,4,3.0,1780,4228,1.0,3
12680,590000.0,3,1.0,1610,58370,1.0,3
12681,252000.0,3,2.0,1420,6788,2.0,3
12682,1295000.0,5,4.0,4440,9270,1.0,5
12683,705000.0,4,2.0,1820,5001,2.0,3
12684,498000.0,3,2.0,1620,8400,1.0,3
12685,312500.0,2,1.0,870,7227,1.0,3
12686,260000.0,4,1.75,1830,5375,1.0,2
12687,209950.0,3,1.5,2290,9600,1.0,4
12688,610000.0,3,1.75,1110,10402,1.0,4
12689,500000.0,4,1.0,1440,7100,1.5,3
12690,850000.0,3,3.5,3070,7050,1.0,3
12691,689000.0,4,2.5,2440,11700,1.0,5
12692,470000.0,4,2.0,2410,4680,2.0,3
12693,640000.0,3,3.0,2270,5175,2.0,3
12694,290000.0,4,1.75,2340,7200,1.0,3
12695,258500.0,3,2.5,1800,9000,2.0,3
12696,1100000.0,4,3.5,2210,7597,1.0,4
12697,420000.0,3,1.75,1820,22320,1.0,3
12698,230000.0,3,1.0,1190,9083,1.0,3
12699,252000.0,3,1.5,1400,6865,1.0,4
12700,515000.0,3,2.5,2600,4506,2.0,3
12701,425000.0,2,1.0,910,4635,1.0,4
12702,575000.0,3,2.5,1760,2320,2.0,3
12703,390000.0,2,1.0,860,5160,1.0,4
12704,561500.0,4,2.25,2310,9800,1.0,3
12705,1350000.0,4,1.75,2000,3728,1.5,4
12706,835000.0,5,2.75,2460,7830,1.0,5
12707,245000.0,2,1.0,1020,15000,1.5,3
12708,475200.0,3,2.5,1670,3980,2.0,3
12709,425000.0,2,1.0,790,5024,1.0,4
12710,218000.0,2,1.5,2010,7755,2.0,3
12711,600000.0,4,2.5,2600,6536,2.0,3
12712,545000.0,4,2.25,1890,7210,1.0,3
12713,2408000.0,5,2.5,4600,23250,1.5,3
12714,460000.0,5,3.0,2008,5050,1.0,3
12715,425000.0,2,1.0,880,6413,1.0,3
12716,455000.0,3,1.75,1700,8360,1.0,4
12717,313100.0,3,2.0,1730,12821,1.0,3
12718,780000.0,4,3.5,3910,59863,2.0,4
12719,345500.0,4,2.5,2160,9682,2.0,3
12720,243000.0,3,1.75,1200,8034,1.0,5
12721,670000.0,5,3.5,3860,9600,1.0,4
12722,325000.0,3,1.5,1320,7560,1.0,3
12723,281000.0,2,1.0,1280,12500,1.0,3
12724,130000.0,3,1.0,1100,5100,1.0,4
12725,340000.0,3,2.5,2170,9798,2.0,3
12726,485000.0,4,2.75,2720,51396,2.0,4
12727,642860.0,4,2.75,2520,6398,2.0,3
12728,747000.0,3,1.75,2560,4800,1.0,3
12729,559950.0,4,2.5,2650,7200,2.0,3
12730,577288.0,4,2.75,2870,7200,2.0,3
12731,575000.0,2,1.0,1230,2726,1.5,3
12732,287000.0,3,1.0,1450,6000,1.0,4
12733,1149000.0,4,3.75,3180,9889,2.0,3
12734,335000.0,2,1.0,1800,8900,1.0,3
12735,375000.0,4,2.25,2020,12500,2.0,2
12736,325000.0,2,1.0,620,14823,1.0,3
12737,530000.0,3,2.25,2190,220414,1.0,4
12738,287000.0,4,2.25,1980,7081,1.0,3
12739,320000.0,5,3.0,2970,7000,1.0,3
12740,425000.0,4,2.5,2270,4400,2.0,3
12741,550000.0,3,1.0,1630,6009,1.0,4
12742,135000.0,3,1.0,1520,8450,1.0,2
12743,695000.0,3,1.75,2080,5687,1.5,4
12744,975000.0,5,2.5,3020,9648,1.0,4
12745,210000.0,4,1.75,2180,28710,1.0,3
12746,518000.0,4,1.75,1780,8768,1.0,4
12747,335500.0,3,1.0,1370,6780,2.0,3
12748,750000.0,4,3.5,3050,7020,2.0,3
12749,515000.0,3,1.75,1490,12000,1.0,4
12750,344500.0,4,2.75,1800,5453,1.0,3
12751,470000.0,3,1.5,1760,6723,1.0,3
12752,606150.0,4,1.75,1770,9848,1.0,3
12753,292000.0,4,2.75,2910,7712,1.0,3
12754,450000.0,3,2.5,2880,426452,2.0,3
12755,429000.0,3,1.75,2520,5043,1.0,3
12756,765000.0,4,2.5,3190,38119,2.0,3
12757,425000.0,2,1.0,540,2500,1.0,3
12758,505000.0,4,2.5,3170,5340,2.0,3
12759,544950.0,3,1.75,1830,7371,1.0,3
12760,382000.0,3,2.0,1360,4840,1.5,3
12761,475000.0,3,1.75,1870,25157,2.0,3
12762,355000.0,3,1.5,1370,4790,2.0,4
12763,410000.0,4,2.5,1700,9000,1.0,5
12764,450000.0,4,2.0,1960,5008,1.0,3
12765,565000.0,7,4.5,4140,9066,1.0,3
12766,529100.0,2,1.0,1290,6528,1.5,4
12767,452500.0,4,2.5,2460,6454,2.0,3
12768,245000.0,4,2.0,1580,8000,1.0,3
12769,415000.0,1,1.0,700,2550,1.0,3
12770,610000.0,4,2.5,2410,15899,2.0,3
12771,363500.0,4,1.75,2180,9702,1.0,5
12772,510000.0,3,2.75,1950,12630,1.0,4
12773,650000.0,4,2.5,2630,28298,2.0,3
12774,290000.0,4,2.5,2050,9015,2.0,4
12775,170000.0,3,1.0,790,6750,1.0,2
12776,510000.0,2,1.0,1070,5280,1.0,3
12777,2280000.0,7,8.0,13540,307752,3.0,3
12778,316000.0,4,2.5,2320,7379,2.0,3
12779,690000.0,4,2.5,2670,13463,2.0,4
12780,199950.0,2,1.0,700,5200,1.0,5
12781,207000.0,3,1.0,860,7740,1.0,3
12782,449950.0,4,2.25,3490,8400,1.5,4
12783,361550.0,3,1.75,1160,257875,1.0,2
12784,824000.0,4,3.5,3650,57538,2.0,3
12785,537000.0,3,1.75,1550,10050,1.0,5
12786,838400.0,4,2.5,2620,9525,2.5,4
12787,225000.0,2,1.0,720,4758,1.0,3
12788,329900.0,3,2.0,1380,5198,1.0,4
12789,282500.0,4,1.0,1170,34925,1.0,4
12790,229950.0,3,1.75,1170,11960,1.0,4
12791,500000.0,2,1.0,1630,12059,1.0,3
12792,495000.0,3,1.75,1890,6557,1.0,3
12793,149500.0,3,1.0,1010,9450,1.0,4
12794,726000.0,3,2.5,2040,10033,1.0,4
12795,899000.0,4,2.5,4080,10295,2.0,3
12796,317000.0,3,1.0,1270,8925,1.0,5
12797,395000.0,1,1.0,790,3000,1.0,3
12798,360000.0,4,3.0,2580,6740,2.0,3
12799,570000.0,4,2.5,2290,6738,2.0,3
12800,320000.0,4,2.5,3490,5000,2.0,3
12801,320000.0,3,1.75,1510,30185,1.5,3
12802,268000.0,5,2.5,2400,4564,2.0,3
12803,191000.0,2,1.0,900,3400,1.0,5
12804,400000.0,2,1.0,1270,7440,1.0,4
12805,515000.0,2,1.0,1050,5000,1.0,5
12806,610000.0,4,2.5,2950,9010,2.0,3
12807,538000.0,2,1.75,1850,3060,1.0,3
12808,432000.0,3,2.5,1970,4036,2.0,4
12809,335000.0,4,2.25,2400,8592,2.0,3
12810,302000.0,5,1.75,2360,8642,1.5,5
12811,787500.0,4,1.75,1580,9382,1.0,3
12812,420000.0,3,1.0,1790,7055,1.0,5
12813,560000.0,3,2.5,2840,216493,2.0,3
12814,535000.0,3,2.5,1970,6634,2.0,3
12815,310000.0,3,2.5,1780,6771,1.0,3
12816,760000.0,5,2.0,3920,5250,1.5,5
12817,242500.0,3,1.75,1550,1905,2.0,3
12818,1313000.0,6,3.0,2980,7200,1.5,3
12819,235000.0,3,1.0,1270,7153,1.0,5
12820,598780.0,4,2.25,3040,12160,1.0,4
12821,433200.0,3,2.5,2075,16200,2.0,3
12822,343000.0,2,1.0,1110,9920,1.0,5
12823,145000.0,2,1.0,800,8125,1.0,3
12824,291970.0,1,1.0,680,21727,1.0,3
12825,599950.0,3,1.0,1680,7910,1.0,3
12826,1749000.0,4,2.5,3910,22710,1.5,3
12827,870000.0,4,1.75,2780,11000,1.0,3
12828,323000.0,4,2.75,2000,9083,2.0,4
12829,727000.0,4,3.0,3150,9703,2.0,3
12830,166000.0,1,1.0,1120,17332,1.0,3
12831,450000.0,4,1.75,1740,12204,1.0,3
12832,400000.0,3,2.5,2970,23100,1.0,3
12833,599000.0,3,2.5,2970,23100,1.0,3
12834,165000.0,3,1.0,1150,19200,1.0,4
12835,229000.0,2,1.0,1190,7408,1.0,3
12836,305000.0,1,1.0,900,7500,1.0,3
12837,930000.0,3,3.25,2950,4446,2.0,3
12838,542000.0,3,2.5,1990,15985,1.0,3
12839,214000.0,3,1.0,1020,9147,1.0,4
12840,718000.0,3,2.5,2070,7200,2.0,3
12841,349000.0,3,2.5,1430,1002,3.0,3
12842,305000.0,3,2.5,2030,8000,2.0,3
12843,498000.0,3,2.5,1620,2640,2.0,4
12844,799950.0,4,3.5,4220,196817,2.0,3
12845,737000.0,3,2.5,2300,7800,2.0,3
12846,860000.0,4,3.25,3830,10005,2.0,3
12847,339950.0,3,2.5,2390,34041,1.0,3
12848,249000.0,3,2.25,1440,7673,1.0,3
12849,370000.0,2,1.0,910,5525,1.0,2
12850,725000.0,3,2.0,1550,12262,1.0,4
12851,529000.0,5,2.5,2380,91476,1.0,4
12852,310000.0,4,2.75,2060,8100,1.0,4
12853,315000.0,4,2.25,1880,9163,2.0,3
12854,1300000.0,4,2.5,3470,4160,2.0,3
12855,435000.0,3,2.0,2360,12744,2.0,5
12856,350000.0,3,1.75,1970,10800,1.0,4
12857,240000.0,3,1.0,1040,7800,1.0,3
12858,410000.0,3,2.25,1420,3750,2.0,3
12859,430000.0,4,2.75,2290,5249,2.0,3
12860,446000.0,4,2.5,1530,8375,1.0,3
12861,240000.0,3,1.5,1360,9760,1.5,5
12862,595000.0,4,3.0,3680,35736,1.5,4
12863,215150.0,3,1.0,920,4770,1.0,4
12864,319950.0,2,1.0,1070,5824,1.0,5
12865,385000.0,3,2.0,1590,9912,2.0,3
12866,280000.0,3,2.5,1600,6700,2.0,3
12867,399950.0,3,2.5,1510,7300,1.0,3
12868,132500.0,3,1.0,1080,10500,1.0,3
12869,399950.0,2,0.75,1330,2856,1.0,4
12870,290000.0,2,1.0,850,6800,1.0,3
12871,860000.0,5,2.25,1960,8592,1.0,4
12872,3100000.0,6,4.25,6980,15682,3.0,4
12873,245000.0,4,1.0,1530,7200,1.5,3
12874,255000.0,3,1.5,1320,7980,1.0,3
12875,310000.0,4,3.0,2320,7200,2.0,3
12876,299000.0,3,1.0,960,8100,1.0,3
12877,575000.0,4,2.5,2040,5508,2.0,4
12878,284000.0,3,1.0,1080,8214,1.0,3
12879,840000.0,3,1.75,2020,4800,1.0,4
12880,442573.0,3,1.75,1780,7567,1.0,3
12881,560000.0,3,1.0,1140,7028,1.0,3
12882,485000.0,3,2.0,1610,4160,1.0,4
12883,472500.0,4,1.75,1440,8536,1.0,4
12884,1610000.0,4,2.75,4270,25807,2.0,3
12885,808000.0,8,3.75,3460,4600,2.0,3
12886,398000.0,3,1.75,1890,16001,1.5,4
12887,340000.0,3,2.5,2240,6000,2.0,3
12888,380000.0,2,1.0,760,4000,1.5,3
12889,235000.0,3,1.0,1020,6173,1.0,3
12890,400000.0,3,1.5,1330,9900,1.0,3
12891,582000.0,5,2.5,2780,12335,1.0,4
12892,209000.0,2,1.0,1070,6120,1.0,3
12893,335000.0,5,3.0,2660,7700,1.5,4
12894,285950.0,2,1.0,710,7120,1.0,5
12895,645000.0,5,2.25,3340,52476,2.0,4
12896,312000.0,2,1.0,1160,7500,1.5,4
12897,663000.0,3,2.25,2840,59677,1.0,3
12898,443950.0,3,1.75,2000,36000,1.0,3
12899,315000.0,3,2.0,1060,5750,1.0,3
12900,302200.0,4,1.5,1730,10396,1.0,3
12901,770000.0,3,2.5,2190,2658,2.0,4
12902,374950.0,4,1.75,1660,8160,1.0,3
12903,330000.0,3,2.5,2210,7557,2.0,3
12904,230000.0,2,1.0,870,7020,1.0,4
12905,967000.0,4,2.5,3100,7250,2.0,3
12906,536500.0,4,2.5,1720,3515,2.0,3
12907,315000.0,6,4.0,3120,4240,2.0,4
12908,626000.0,3,1.0,1040,4240,1.0,4
12909,334009.0,4,2.0,1650,9305,1.0,4
12910,429000.0,2,1.0,1010,5000,1.0,2
12911,818000.0,4,2.5,4020,44431,2.0,3
12912,326000.0,5,2.75,2166,6342,2.0,3
12913,310000.0,5,3.0,1880,5000,1.0,3
12914,525000.0,4,2.0,2260,7680,1.0,4
12915,350000.0,3,2.25,2010,4400,1.5,3
12916,936000.0,4,2.5,3330,8897,2.0,3
12917,226000.0,3,1.0,1520,7200,1.0,3
12918,1250000.0,5,3.5,3510,4798,2.0,3
12919,428000.0,3,1.75,1580,507038,1.0,4
12920,329932.0,3,1.5,1460,5040,1.0,3
12921,539000.0,3,1.5,1460,5040,1.0,3
12922,275000.0,3,1.75,1650,7700,1.0,4
12923,590000.0,4,2.5,2660,35010,2.0,3
12924,782000.0,4,2.5,3510,24604,2.0,3
12925,575000.0,4,2.5,2120,9603,2.0,3
12926,509000.0,3,2.25,1780,9315,2.0,3
12927,290000.0,4,2.5,2000,13300,1.0,4
12928,305240.0,3,1.0,1300,9000,1.0,3
12929,555000.0,3,2.0,2180,4976,1.5,4
12930,317000.0,3,2.0,1790,8228,1.0,3
12931,430000.0,3,2.0,1910,5040,1.5,3
12932,850000.0,2,1.5,1800,4144,1.0,4
12933,469000.0,3,2.25,2620,10659,1.0,3
12934,327200.0,2,2.0,1440,8425,1.0,4
12935,835000.0,3,3.0,2790,12523,2.0,4
12936,360000.0,4,2.5,2340,13445,2.0,3
12937,372000.0,4,2.5,2070,8658,2.0,3
12938,453000.0,3,1.0,2160,11484,1.5,4
12939,275000.0,2,1.75,2090,11317,1.0,5
12940,475000.0,4,2.5,2040,7260,2.0,4
12941,310000.0,4,2.75,1950,9720,1.0,3
12942,173000.0,4,2.0,1200,8460,1.0,5
12943,313500.0,5,3.0,2240,94960,1.0,3
12944,345000.0,3,2.5,1360,1489,2.0,3
12945,436000.0,3,1.5,1500,10200,1.0,3
12946,244500.0,2,1.75,1300,14500,1.0,3
12947,206000.0,3,1.75,1140,9800,1.0,4
12948,890000.0,4,2.5,2930,9158,2.0,3
12949,329950.0,4,2.25,2140,8874,2.0,3
12950,250000.0,3,1.75,1628,286355,1.0,3
12951,246000.0,3,2.0,1990,203861,1.0,3
12952,440000.0,3,1.75,1950,19747,1.0,3
12953,395000.0,4,1.75,1910,8117,1.0,3
12954,305000.0,3,1.0,820,5150,1.0,5
12955,160000.0,3,2.25,1470,8682,1.0,3
12956,269000.0,3,2.25,1470,8682,1.0,3
12957,169500.0,3,1.0,1060,10023,1.0,3
12958,690500.0,4,2.75,3130,8920,2.0,3
12959,245560.0,2,1.5,1260,9693,1.0,3
12960,345000.0,4,2.75,2200,13498,2.0,3
12961,383000.0,4,1.75,2580,19607,1.0,4
12962,388500.0,3,2.25,1350,944,2.0,3
12963,250000.0,3,1.75,1350,8548,1.0,3
12964,455500.0,3,1.75,2290,19000,1.0,4
12965,672000.0,3,1.0,1220,8573,1.0,4
12966,550000.0,4,1.5,2750,128502,1.0,2
12967,487000.0,3,1.75,1430,12632,1.0,3
12968,291375.0,4,2.5,2220,6233,2.0,3
12969,225000.0,3,1.0,1490,15850,1.0,3
12970,519950.0,5,3.5,2440,10200,2.0,4
12971,250000.0,3,2.5,2070,8400,2.0,4
12972,614950.0,3,1.0,1500,2400,1.5,5
12973,599500.0,4,2.25,2020,10260,2.0,4
12974,625000.0,4,1.5,2190,13660,1.0,3
12975,248500.0,2,1.0,780,10064,1.0,4
12976,469950.0,5,2.0,1220,4200,1.0,4
12977,525000.0,3,1.5,1840,10956,1.0,4
12978,787500.0,2,2.5,2390,6928,2.0,4
12979,485000.0,4,2.5,3710,15935,1.0,3
12980,310000.0,2,1.0,750,5379,1.0,3
12981,280000.0,5,2.0,2110,7919,1.0,3
12982,200000.0,4,1.0,1020,42966,1.5,4
12983,490000.0,3,2.5,3080,7363,2.0,3
12984,146000.0,3,1.0,900,4770,1.0,3
12985,500000.0,5,3.0,3720,25474,2.0,3
12986,242500.0,3,1.0,940,7380,1.0,3
12987,324950.0,3,1.0,1040,7288,1.0,3
12988,231500.0,2,1.0,1000,7615,1.0,4
12989,300000.0,3,2.5,2080,9827,2.0,3
12990,545000.0,4,2.5,2500,50595,2.0,3
12991,350000.0,3,1.0,1050,8583,1.0,5
12992,467100.0,3,1.75,1620,8645,1.0,3
12993,180000.0,3,1.0,1610,8500,1.5,3
12994,749000.0,4,1.5,2130,5000,2.0,4
12995,245000.0,3,2.5,1460,11593,2.0,3
12996,260000.0,5,1.0,1600,7350,1.0,5
12997,490000.0,3,3.0,1730,2940,3.0,3
12998,565000.0,4,2.5,2280,4602,2.0,3
12999,330000.0,4,2.25,2430,7490,2.0,3
13000,295000.0,3,1.0,1380,7575,1.0,4
13001,725000.0,3,1.5,1790,6000,1.5,4
13002,1135000.0,4,2.5,3370,10602,2.0,3
13003,680000.0,3,2.25,2920,6300,1.0,3
13004,490000.0,2,1.0,2180,9300,1.0,4
13005,635000.0,3,1.75,1480,6985,1.5,4
13006,750000.0,3,2.5,2350,715690,1.5,4
13007,330000.0,4,2.25,2440,8098,2.0,3
13008,270000.0,3,2.5,1350,1189,2.0,3
13009,340000.0,3,2.25,1970,3716,2.0,3
13010,413252.0,3,0.75,1110,3960,1.0,3
13011,600000.0,4,2.75,2950,5803,2.0,3
13012,726888.0,5,3.0,2970,7261,2.0,3
13013,285000.0,2,1.0,720,6400,1.0,4
13014,365000.0,2,1.0,770,5680,1.0,4
13015,295000.0,4,2.0,1650,7200,1.0,3
13016,460000.0,3,2.25,1620,7350,1.0,3
13017,230000.0,3,1.5,1510,10588,1.5,3
13018,337000.0,3,1.0,1070,6109,1.0,5
13019,300000.0,3,1.0,1010,6300,1.0,3
13020,2300000.0,4,2.5,3370,8402,1.0,5
13021,360000.0,4,2.5,2000,5500,2.0,3
13022,585000.0,3,2.5,2060,10839,2.0,3
13023,182700.0,3,2.25,1740,6650,1.0,3
13024,305000.0,3,2.25,1740,6650,1.0,3
13025,309950.0,3,2.5,1880,7838,2.0,3
13026,550000.0,3,1.0,960,12527,1.0,3
13027,825000.0,3,2.5,3280,26413,1.0,3
13028,998500.0,2,1.0,1570,4400,1.5,4
13029,644500.0,4,2.5,2990,5342,2.0,3
13030,320000.0,3,2.0,1250,8636,1.0,5
13031,266950.0,3,2.5,1920,4803,2.0,3
13032,633100.0,4,2.5,2470,33305,2.0,3
13033,395000.0,2,1.0,960,6700,1.0,3
13034,259250.0,3,1.0,940,5904,1.0,3
